id;adresse_norm
1040011;21 AV DU ROCHER 94100 SAINT-MAUR-DES-FOSSES
1040017;20 RUE DU TRAVAIL 94100 SAINT-MAUR-DES-FOSSES
1040012;29 AV DU ROCHER 94100 SAINT-MAUR-DES-FOSSES
1040013;6 AV DU ROCHER 94100 SAINT-MAUR-DES-FOSSES
1040016;22 RUE DU TEMPLE 94100 SAINT-MAUR-DES-FOSSES
1040014;4 RUE DU SOLEIL 94100 SAINT-MAUR-DES-FOSSES
1040019;48 RUE EDGAR QUINET 94100 SAINT-MAUR-DES-FOSSES
1040015;12 RUE DU TEMPLE 94100 SAINT-MAUR-DES-FOSSES
1040018;4 IMP DU VAL DE MARNE 94100 SAINT-MAUR-DES-FOSSES
1040007;1 QUAI DU PORT DE CRETEIL 94100 SAINT-MAUR-DES-FOSSES
1040020;18 RUE EDOUARD VALLERAND 94100 SAINT-MAUR-DES-FOSSES
1040023;1 AV EMILE ZOLA 94100 SAINT-MAUR-DES-FOSSES
1040021;1 RUE ELIAS HOWE 94100 SAINT-MAUR-DES-FOSSES
1040024;20 AV EMILE ZOLA 94100 SAINT-MAUR-DES-FOSSES
1040031;2 RUE FELIX MATHIEU 94100 SAINT-MAUR-DES-FOSSES
1040025;21 AV EMILE ZOLA 94100 SAINT-MAUR-DES-FOSSES
1040028;4 RUE ETIENNE DOLET 94100 SAINT-MAUR-DES-FOSSES
1040030;24 RUE EUGENE PELLETAN 94100 SAINT-MAUR-DES-FOSSES
1040029;22 RUE EUGENE PELLETAN 94100 SAINT-MAUR-DES-FOSSES
1040026;13 RUE ETIENNE DOLET 94100 SAINT-MAUR-DES-FOSSES
1040033;30 RUE FELIX MATHIEU 94100 SAINT-MAUR-DES-FOSSES
1040027;15 RUE ETIENNE DOLET 94100 SAINT-MAUR-DES-FOSSES
1040032;21 RUE FELIX MATHIEU 94100 SAINT-MAUR-DES-FOSSES
1040037;126 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040038;134 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040034;106 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040035;109 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040039;31 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040040;74 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040036;123 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040041;75 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040048;34 AV FRANCOIS ADAM 94100 SAINT-MAUR-DES-FOSSES
1040049;42 AV FRANCOIS ADAM 94100 SAINT-MAUR-DES-FOSSES
1040044;6 AV FRANCIS BERTHIER 94100 SAINT-MAUR-DES-FOSSES
1040043;9 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040045;13 ALL FRANCIS LEMARQUE 94100 SAINT-MAUR-DES-FOSSES
1040042;85 AV FOCH 94100 SAINT-MAUR-DES-FOSSES
1040053;40 AV FUSILLES DE CHATEAUBRIANT 94100 SAINT-MAUR-DES-FOSSES
1040050;45 AV FRANCOIS ADAM 94100 SAINT-MAUR-DES-FOSSES
1040047;27 AV FRANCOIS ADAM 94100 SAINT-MAUR-DES-FOSSES
1040046;10 AV FRANCOIS ADAM 94100 SAINT-MAUR-DES-FOSSES
1040055;74 AV FUSILLES DE CHATEAUBRIANT 94100 SAINT-MAUR-DES-FOSSES
1040054;56 AV FUSILLES DE CHATEAUBRIANT 94100 SAINT-MAUR-DES-FOSSES
1040056;12 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040059;3 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040051;18 AV FUSILLES DE CHATEAUBRIANT 94100 SAINT-MAUR-DES-FOSSES
1040052;35 AV FUSILLES DE CHATEAUBRIANT 94100 SAINT-MAUR-DES-FOSSES
1040057;18 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040058;25 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040063;56 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040060;33 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040061;45 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040062;5 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040068;5 AV GABRIELLE 94100 SAINT-MAUR-DES-FOSSES
1040070;34 AV GALILEE 94100 SAINT-MAUR-DES-FOSSES
1040065;7 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040064;59 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040072;38 AV GALLIENI 94100 SAINT-MAUR-DES-FOSSES
1040074;7 AV GALLIENI 94100 SAINT-MAUR-DES-FOSSES
1040086;51 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040075;14 AV GAMBETTA 94100 SAINT-MAUR-DES-FOSSES
1040076;17 AV GAMBETTA 94100 SAINT-MAUR-DES-FOSSES
1040073;47 AV GALLIENI 94100 SAINT-MAUR-DES-FOSSES
1040069;6 AV GABRIELLE 94100 SAINT-MAUR-DES-FOSSES
1040077;39 AV GAMBETTA 94100 SAINT-MAUR-DES-FOSSES
1040066;76 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040081;141 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040067;80 AV GABRIEL PERI 94100 SAINT-MAUR-DES-FOSSES
1040084;5 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040078;124 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040085;50 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040080;13 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040079;126 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040087;54 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040071;23 AV GALLIENI 94100 SAINT-MAUR-DES-FOSSES
1040089;69 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040088;68 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040083;32 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040082;30 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040092;90 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040091;86 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040090;76 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040101;32 AV GUYNEMER 94100 SAINT-MAUR-DES-FOSSES
1040096;1 AV GODEFROY CAVAIGNAC 94100 SAINT-MAUR-DES-FOSSES
1040104;35 AV HENRI MARTIN 94100 SAINT-MAUR-DES-FOSSES
1040105;4 AV HENRI MARTIN 94100 SAINT-MAUR-DES-FOSSES
1040093;99 RUE GARIBALDI 94100 SAINT-MAUR-DES-FOSSES
1040097;5 AV GODEFROY CAVAIGNAC 94100 SAINT-MAUR-DES-FOSSES
1040103;48 AV GUYNEMER 94100 SAINT-MAUR-DES-FOSSES
1040111;29 RUE INKERMANN 94100 SAINT-MAUR-DES-FOSSES
1040094;15 PAS GERARDIN 94100 SAINT-MAUR-DES-FOSSES
1040106;46 AV HENRI MARTIN 94100 SAINT-MAUR-DES-FOSSES
1040095;9 PAS GERARDIN 94100 SAINT-MAUR-DES-FOSSES
1040102;40 AV GUYNEMER 94100 SAINT-MAUR-DES-FOSSES
1040110;2 RUE INKERMANN 94100 SAINT-MAUR-DES-FOSSES
1040099;10 RUE GREVIN 94100 SAINT-MAUR-DES-FOSSES
1040098;11 AV GOUVERNEUR GENERAL BINGER 94100 SAINT-MAUR-DES-FOSSES
1040112;4 RUE INKERMANN 94100 SAINT-MAUR-DES-FOSSES
1040108;59 AV HENRI MARTIN 94100 SAINT-MAUR-DES-FOSSES
1040118;92 AV JEAN JAURES 94100 SAINT-MAUR-DES-FOSSES
1040113;24 AV JAUZIER KOESTLER 94100 SAINT-MAUR-DES-FOSSES
1040115;39 RUE JEAN BART 94100 SAINT-MAUR-DES-FOSSES
1040117;53 AV JEAN JAURES 94100 SAINT-MAUR-DES-FOSSES
1040100;23 AV GUYNEMER 94100 SAINT-MAUR-DES-FOSSES
1040107;49 AV HENRI MARTIN 94100 SAINT-MAUR-DES-FOSSES
1040116;37 AV JEAN JAURES 94100 SAINT-MAUR-DES-FOSSES
1040114;36 AV JAUZIER KOESTLER 94100 SAINT-MAUR-DES-FOSSES
1040119;15 AV JOFFRE 94100 SAINT-MAUR-DES-FOSSES
1040122;71 AV JOFFRE 94100 SAINT-MAUR-DES-FOSSES
1040109;1 RUE INKERMANN 94100 SAINT-MAUR-DES-FOSSES
1040121;42 AV JOFFRE 94100 SAINT-MAUR-DES-FOSSES
1040120;32 AV JOFFRE 94100 SAINT-MAUR-DES-FOSSES
1040126;2 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040127;24 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040134;6 IMP LAMBERT 94100 SAINT-MAUR-DES-FOSSES
1040124;10 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040125;18 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040130;40 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040132;15 RUE LALANDE 94100 SAINT-MAUR-DES-FOSSES
1040129;29 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040128;25 RUE JULES JOFFRIN 94100 SAINT-MAUR-DES-FOSSES
1040135;8 VLA LAMY 94100 SAINT-MAUR-DES-FOSSES
1040133;9 RUE LAMARTINE 94100 SAINT-MAUR-DES-FOSSES
1040123;82 AV JOFFRE 94100 SAINT-MAUR-DES-FOSSES
1040138;105 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040142;23 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040136;13 CHE LATERAL DE ST MAUR 94100 SAINT-MAUR-DES-FOSSES
1040137;104 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040140;122 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040143;78 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040145;17 RUE LEON BOCQUET 94100 SAINT-MAUR-DES-FOSSES
1040139;111 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040131;1 AV LA FONTAINE 94100 SAINT-MAUR-DES-FOSSES
1040152;45 RUE LOUIS BRAILLE 94100 SAINT-MAUR-DES-FOSSES
1040147;1 AV LEOPOLD SEDAR SENGHOR 94100 SAINT-MAUR-DES-FOSSES
1040141;146 RUE LEDRU ROLLIN 94100 SAINT-MAUR-DES-FOSSES
1040146;62 RUE LEON BOCQUET 94100 SAINT-MAUR-DES-FOSSES
1040148;2  LES LOGIS DE LA PIE 94100 SAINT-MAUR-DES-FOSSES
1040144;12 RUE LEON BOCQUET 94100 SAINT-MAUR-DES-FOSSES
1040149;5  LES LOGIS DE LA PIE 94100 SAINT-MAUR-DES-FOSSES
1040154;20 RUE LOUIS DUPRE 94100 SAINT-MAUR-DES-FOSSES
1040155;31 RUE LOUIS DUPRE 94100 SAINT-MAUR-DES-FOSSES
1040157;75 AV MAHIEU 94100 SAINT-MAUR-DES-FOSSES
1040161;10 RUE MARCEL 94100 SAINT-MAUR-DES-FOSSES
1040158;86 AV MAHIEU 94100 SAINT-MAUR-DES-FOSSES
1040156;6 RUE LOUIS DUPRE 94100 SAINT-MAUR-DES-FOSSES
1040162;14 VLA MARCELLE 94100 SAINT-MAUR-DES-FOSSES
1040153;49 RUE LOUIS BRAILLE 94100 SAINT-MAUR-DES-FOSSES
1040150;9  LES LOGIS DE LA PIE 94100 SAINT-MAUR-DES-FOSSES
1040151;9 AV LEVERRIER 94100 SAINT-MAUR-DES-FOSSES
1040160;91 AV MAHIEU 94100 SAINT-MAUR-DES-FOSSES
1040163;2 VLA MARCELLE 94100 SAINT-MAUR-DES-FOSSES
1040168;30 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040159;88 AV MAHIEU 94100 SAINT-MAUR-DES-FOSSES
1040165;11 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040166;12 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040171;63 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040169;32 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040164;4 VLA MARCELLE 94100 SAINT-MAUR-DES-FOSSES
1040173;74 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040174;78 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040170;59 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040167;28 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040175;85 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040172;7 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040178;10 AV MEDICIS 94100 SAINT-MAUR-DES-FOSSES
1040181;9 RUE MIRABEAU 94100 SAINT-MAUR-DES-FOSSES
1040176;90 AV MARINVILLE 94100 SAINT-MAUR-DES-FOSSES
1040177;1 BD MAURICE BERTEAUX 94100 SAINT-MAUR-DES-FOSSES
1040180;8 AV MEDICIS 94100 SAINT-MAUR-DES-FOSSES
1040184;55 AV MISS CAVELL 94100 SAINT-MAUR-DES-FOSSES
1040188;7 PAS PAUL BERT 94100 SAINT-MAUR-DES-FOSSES
1040183;37 AV MISS CAVELL 94100 SAINT-MAUR-DES-FOSSES
1040185;8 AV MISS CAVELL 94100 SAINT-MAUR-DES-FOSSES
1040189;5 RUE PAUL DEROULEDE 94100 SAINT-MAUR-DES-FOSSES
1040191;18 AV PAUL PAINLEVE 94100 SAINT-MAUR-DES-FOSSES
1040182;20 AV MISS CAVELL 94100 SAINT-MAUR-DES-FOSSES
1040179;3 AV MEDICIS 94100 SAINT-MAUR-DES-FOSSES
1040190;7 RUE PAUL DEROULEDE 94100 SAINT-MAUR-DES-FOSSES
1040194;3 BD RABELAIS 94100 SAINT-MAUR-DES-FOSSES
1040193;23 RUE POLITZER 94100 SAINT-MAUR-DES-FOSSES
1040192;5 AV PAUL PAINLEVE 94100 SAINT-MAUR-DES-FOSSES
1040197;5 BD RABELAIS 94100 SAINT-MAUR-DES-FOSSES
1040186;22 AV NOEL 94100 SAINT-MAUR-DES-FOSSES
1040199;25 AV RASPAIL 94100 SAINT-MAUR-DES-FOSSES
1040198;12 AV RASPAIL 94100 SAINT-MAUR-DES-FOSSES
1040200;27 AV RASPAIL 94100 SAINT-MAUR-DES-FOSSES
1040187;8 AV PASTEUR 94100 SAINT-MAUR-DES-FOSSES
1040202;36 AV RASPAIL 94100 SAINT-MAUR-DES-FOSSES
1040201;35 AV RASPAIL 94100 SAINT-MAUR-DES-FOSSES
1040196;46 BD RABELAIS 94100 SAINT-MAUR-DES-FOSSES
1040205;3 RUE ROSALIE 94100 SAINT-MAUR-DES-FOSSES
1040203;1 RUE REITER 94100 SAINT-MAUR-DES-FOSSES
1040204;5 AV RENE DAVID 94100 SAINT-MAUR-DES-FOSSES
1040195;42 BD RABELAIS 94100 SAINT-MAUR-DES-FOSSES
1040209;11 IMP ROUSSEAU 94100 SAINT-MAUR-DES-FOSSES
1040208;10 IMP ROUSSEAU 94100 SAINT-MAUR-DES-FOSSES
1040207;36 RUE ROUGET DE LISLE 94100 SAINT-MAUR-DES-FOSSES
1040218;75 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040206;32 RUE ROUGET DE LISLE 94100 SAINT-MAUR-DES-FOSSES
1040217;57 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040212;35 RUE VASSAL 94100 SAINT-MAUR-DES-FOSSES
1040216;51 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040211;3 RUE VASSAL 94100 SAINT-MAUR-DES-FOSSES
1040215;27 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040222;4 PAS VICTORIA 94100 SAINT-MAUR-DES-FOSSES
1040213;7 RUE VASSAL 94100 SAINT-MAUR-DES-FOSSES
1040214;6 VLA VAUTHIER 94100 SAINT-MAUR-DES-FOSSES
1040221;1 AV VICTORIA 94100 SAINT-MAUR-DES-FOSSES
1040225;3 RUE ANTOINE MARIN 94110 ARCUEIL
1040224;2 RUE ANTOINE MARIN 94110 ARCUEIL
1040210;1 RUE TURGOT 94100 SAINT-MAUR-DES-FOSSES
1040223;17 RUE VICTORINE 94100 SAINT-MAUR-DES-FOSSES
1040228;6 VLA BAUDRAN 94110 ARCUEIL
1040219;81 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040226;105 AV ARISTIDE BRIAND 94110 ARCUEIL
1040227;16 VLA BAUDRAN 94110 ARCUEIL
1040231;114 RUE BENOIT MALON 94110 ARCUEIL
1040220;90 AV VICTOR HUGO 94100 SAINT-MAUR-DES-FOSSES
1040238;7 RUE DE L ASTRONOME 94110 ARCUEIL
1040229;4 ALL BELLEVUE 94110 ARCUEIL
1040232;116 RUE BENOIT MALON 94110 ARCUEIL
1040230;106 RUE BENOIT MALON 94110 ARCUEIL
1040239;2 RUE DE L ETOILE 94110 ARCUEIL
1040235;15 RUE BRANLY 94110 ARCUEIL
1040233;26 RUE BERTHOLLET 94110 ARCUEIL
1040234;18 PAS BOUTET 94110 ARCUEIL
1040236;36 RUE D ESTIENNE D ORVES 94110 ARCUEIL
1040237;20 RUE DE CHINON 94110 ARCUEIL
1040240;8 RUE DE L'ARDENAY 94110 ARCUEIL
1040241;15 RUE DE LA CITADELLE 94110 ARCUEIL
1040245;89 RUE DE LA CITADELLE 94110 ARCUEIL
1040243;69 RUE DE LA CITADELLE 94110 ARCUEIL
1040242;41 RUE DE LA CITADELLE 94110 ARCUEIL
1040251;12 RUE DE LA VILLAGEOISE 94110 ARCUEIL
1040244;71 RUE DE LA CITADELLE 94110 ARCUEIL
1040257;2 ALL DES GRANDES MAISONS 94110 ARCUEIL
1040248;57 RUE DE LA DIV GAL LECLERC 94110 ARCUEIL
1040247;32 RUE DE LA DIV GAL LECLERC 94110 ARCUEIL
1040246;28 RUE DE LA DIV GAL LECLERC 94110 ARCUEIL
1040256;58 RUE DES CHAMPS ELYSEES 94110 ARCUEIL
1040249;16 RUE DE LA FONTAINE 94110 ARCUEIL
1040254;45 RUE DE STALINGRAD 94110 ARCUEIL
1040253;32 RUE DE STALINGRAD 94110 ARCUEIL
1040261;27 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040259;16 RUE DU CHEMIN DE FER 94110 ARCUEIL
1040258;6 ALL DJANGO REINHARDT 94110 ARCUEIL
1040250;48 RUE DE LA GARE 94110 ARCUEIL
1040263;30 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040260;11 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040252;21 RUE DE LA VILLAGEOISE 94110 ARCUEIL
1040266;22 RUE DU GENERAL DE GAULLE 94110 ARCUEIL
1040255;13 AV DES AQUEDUCS 94110 ARCUEIL
1040262;28 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040267;21 RUE DU MIDI 94110 ARCUEIL
1040268;27 RUE DU MIDI 94110 ARCUEIL
1040270;14 RUE DU RIDDER 94110 ARCUEIL
1040264;37 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040269;29 AV DU PDT SALVADOR ALLENDE 94110 ARCUEIL
1040278;14 VLA GUSTAVE EDOUARD 94110 ARCUEIL
1040265;6 AV DU DOCTEUR DURAND 94110 ARCUEIL
1040271;14 RUE FLORENTIN LAREYRE 94110 ARCUEIL
1040279;18 RUE GUY GOUYON DU VERGER 94110 ARCUEIL
1040272;21 RUE FLORENTIN LAREYRE 94110 ARCUEIL
1040276;9 RUE GEORGES POLITZER 94110 ARCUEIL
1040280;21 RUE GUY GOUYON DU VERGER 94110 ARCUEIL
1040274;53 AV FRANCOIS VINCENT RASPAIL 94110 ARCUEIL
1040275;4 RUE GENOVA 94110 ARCUEIL
1040273;12 AV FRANCOIS VINCENT RASPAIL 94110 ARCUEIL
1040282;48 AV JEAN JAURES 94110 ARCUEIL
1040277;11 RUE GERMAINE TAILLEFERRE 94110 ARCUEIL
1040286;27 RUE JOACHIM DU BELLAY 94110 ARCUEIL
1040281;38 AV JEAN JAURES 94110 ARCUEIL
1040287;16 AV LAPLACE 94110 ARCUEIL
1040283;19 AV JEANNE D ARC 94110 ARCUEIL
1040292;2 RUE LOUIS FREBAULT 94110 ARCUEIL
1040285;5 AV JEANNE D ARC 94110 ARCUEIL
1040288;22 AV LAPLACE 94110 ARCUEIL
1040284;2 AV JEANNE D ARC 94110 ARCUEIL
1040289;30 AV LAPLACE 94110 ARCUEIL
1040300;33 AV PAUL DOUMER 94110 ARCUEIL
1040291;16 RUE LAPLACE 94110 ARCUEIL
1040293;9 RUE MARGUERITE LAGRANGE 94110 ARCUEIL
1040297;2 RUE MONGE 94110 ARCUEIL
1040296;26 VLA MODERNE 94110 ARCUEIL
1040294;1 IMP MARIE LOUISE 94110 ARCUEIL
1040298;5 ALL NIKI DE SAINT PHALLE 94110 ARCUEIL
1040303;4 RUE PIERRE CURIE 94110 ARCUEIL
1040290;68 AV LAPLACE 94110 ARCUEIL
1040302;27 RUE PIERRE CURIE 94110 ARCUEIL
1040301;14 RUE PAUL SIGNAC 94110 ARCUEIL
1040305;41 AV PIERRE RONSARD 94110 ARCUEIL
1040295;19 RUE MAURICE HENRI GUILBERT 94110 ARCUEIL
1040304;19 AV PIERRE RONSARD 94110 ARCUEIL
1040311;47 RUE VICTOR CARMIGNAC 94110 ARCUEIL
1040309;7 ALL SIMONE DE BEAUVOIR 94110 ARCUEIL
1040310;20 IMP SOUS LES PRES 94110 ARCUEIL
1040308;3 ALL SIMONE DE BEAUVOIR 94110 ARCUEIL
1040299;29 AV PAUL DOUMER 94110 ARCUEIL
1040307;43 AV RICHAUD 94110 ARCUEIL
1040306;60 AV PIERRE RONSARD 94110 ARCUEIL
1040319;20 RUE ANDRE LAURENT 94120 FONTENAY-SOUS-BOIS
1040317;127 RUE ALFRED DE MUSSET 94120 FONTENAY-SOUS-BOIS
1040324;19 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040314;29 AV VLADIMIR ILLITCH LENINE 94110 ARCUEIL
1040316;125 RUE ALFRED DE MUSSET 94120 FONTENAY-SOUS-BOIS
1040313;15 AV VLADIMIR ILLITCH LENINE 94110 ARCUEIL
1040315;14 RUE VOLTAIRE 94110 ARCUEIL
1040312;5 RUE VICTOR CARMIGNAC 94110 ARCUEIL
1040318;14 RUE AMPERE 94120 FONTENAY-SOUS-BOIS
1040321;59 RUE ANDRE LAURENT 94120 FONTENAY-SOUS-BOIS
1040320;26 RUE ANDRE LAURENT 94120 FONTENAY-SOUS-BOIS
1040322;85 RUE ANDRE LAURENT 94120 FONTENAY-SOUS-BOIS
1040325;28 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040323;88 RUE ANDRE LAURENT 94120 FONTENAY-SOUS-BOIS
1040327;34 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040326;30 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040341;14 RUE CASTEL 94120 FONTENAY-SOUS-BOIS
1040338;23 RUE BOSCHOT 94120 FONTENAY-SOUS-BOIS
1040330;35 RUE AUGUSTE COMTE 94120 FONTENAY-SOUS-BOIS
1040331;18 RUE BALZAC 94120 FONTENAY-SOUS-BOIS
1040335;42 RUE BERNARD PALISSY 94120 FONTENAY-SOUS-BOIS
1040329;85 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040334;116 RUE BERNARD PALISSY 94120 FONTENAY-SOUS-BOIS
1040333;114 RUE BERNARD PALISSY 94120 FONTENAY-SOUS-BOIS
1040332;110 RUE BERNARD PALISSY 94120 FONTENAY-SOUS-BOIS
1040340;8 RUE BOSCHOT 94120 FONTENAY-SOUS-BOIS
1040336;44 RUE BERNARD PALISSY 94120 FONTENAY-SOUS-BOIS
1040328;6 RUE ANDRE TESSIER 94120 FONTENAY-SOUS-BOIS
1040339;7 RUE BOSCHOT 94120 FONTENAY-SOUS-BOIS
1040337;15 RUE BOSCHOT 94120 FONTENAY-SOUS-BOIS
1040342;9 RUE CASTEL 94120 FONTENAY-SOUS-BOIS
1040349;7 RUE CHEVRETTE 94120 FONTENAY-SOUS-BOIS
1040343;1 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS
1040350;5 VLA COTEAU 94120 FONTENAY-SOUS-BOIS
1040346;89 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS
1040347;92 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS
1040345;19 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS
1040352;24 RUE D ESTIENNE D ORVES 94120 FONTENAY-SOUS-BOIS
1040351;4 RUE CUVIER 94120 FONTENAY-SOUS-BOIS
1040358;139 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040354;103 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040355;107 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040353;102 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040348;24 AV CHARLES GARCIA 94120 FONTENAY-SOUS-BOIS
1040356;112 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040361;23 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040344;14 RUE CHARLES BASSEE 94120 FONTENAY-SOUS-BOIS
1040357;131 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040362;38 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040363;74 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040360;2 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040365;97 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040366;8 RUE DANIELLE CASANOVA 94120 FONTENAY-SOUS-BOIS
1040364;93 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040359;17 RUE DALAYRAC 94120 FONTENAY-SOUS-BOIS
1040367;73 AV DANTON 94120 FONTENAY-SOUS-BOIS
1040373;7 RUE DE L ANCIENNE MAIRIE 94120 FONTENAY-SOUS-BOIS
1040368;23 RUE DE JOINVILLE 94120 FONTENAY-SOUS-BOIS
1040370;48 RUE DE JOINVILLE 94120 FONTENAY-SOUS-BOIS
1040381;22 RUE DE LA CORNEILLE 94120 FONTENAY-SOUS-BOIS
1040369;29 RUE DE JOINVILLE 94120 FONTENAY-SOUS-BOIS
1040374;9 RUE DE L ANCIENNE MAIRIE 94120 FONTENAY-SOUS-BOIS
1040377;12 RUE DE L AVENIR 94120 FONTENAY-SOUS-BOIS
1040372;3 RUE DE L ANCIENNE MAIRIE 94120 FONTENAY-SOUS-BOIS
1040371;51 RUE DE JOINVILLE 94120 FONTENAY-SOUS-BOIS
1040376;2 IMP DE L AVENIR 94120 FONTENAY-SOUS-BOIS
1040378;2 VLA DE L OUEST 94120 FONTENAY-SOUS-BOIS
1040382;8 RUE DE LA CORNEILLE 94120 FONTENAY-SOUS-BOIS
1040380;12 AV DE LA BELLE GABRIELLE 94120 FONTENAY-SOUS-BOIS
1040379;10 AV DE LA BELLE GABRIELLE 94120 FONTENAY-SOUS-BOIS
1040375;1 RUE DE L AUDIENCE 94120 FONTENAY-SOUS-BOIS
1040383;23 AV DE LA DAME BLANCHE 94120 FONTENAY-SOUS-BOIS
